"TaxonKey","Country_Territory","Neighbor_Territory","Model_Index","Area_Index","CT_fishing_entity","NT_fishing_entity","n()","Same_Nation"
600203,"Crete (Greece)","Greece",100,0.886178861788618,"Crete (Greece)","Greece",1,"No"
600203,"Crete (Greece)","Libya",100,0.735849056603774,"Crete (Greece)","Libya",2,"No"
600203,"Crete (Greece)","Egypt (Mediterranean)",100,0.125,"Crete (Greece)","Egypt",2,"No"
600203,"Croatia","Bosnia & Herzegovina",100,0.0333333333333333,"Croatia","Bosnia & Herzegovina",2,"No"
600203,"Croatia","Italy",100,0.747826086956522,"Croatia","Italy",1,"No"
600203,"Croatia","Slovenia",100,0.09375,"Croatia","Slovenia",2,"No"
600203,"Croatia","Montenegro",100,0.121212121212121,"Croatia","Montenegro",2,"No"
600203,"Cyprus (North)","Cyprus (South)",100,0.533333333333333,"Cyprus (North)","Cyprus (South)",NA,"No"
600203,"Cyprus (North)","Syria",100,0.363636363636364,"Cyprus (North)","Syrian Arab Republic",1,"No"
600203,"Cyprus (North)","Turkey (Mediterranean Sea)",100,0.87719298245614,"Cyprus (North)","Turkey",3,"No"
600203,"Cyprus (South)","Cyprus (North)",100,0.466666666666667,"Cyprus (South)","Cyprus (North)",NA,"No"
600203,"Cyprus (South)","Greece",100,0.931623931623932,"Cyprus (South)","Greece",1,"No"
600203,"Cyprus (South)","Lebanon",100,0.2,"Cyprus (South)","Lebanon",2,"No"
600203,"Cyprus (South)","Syria",100,0.333333333333333,"Cyprus (South)","Syrian Arab Republic",1,"No"
600203,"Cyprus (South)","Turkey (Mediterranean Sea)",100,0.862068965517241,"Cyprus (South)","Turkey",3,"No"
600203,"Cyprus (South)","Egypt (Mediterranean)",100,0.2,"Cyprus (South)","Egypt",2,"No"
600203,"Cyprus (South)","Israel (Mediterranean)",100,0.428571428571429,"Cyprus (South)","Israel",2,"No"
600203,"Egypt (Mediterranean)","Cyprus (South)",100,0.8,"Egypt","Cyprus (South)",NA,"No"
600203,"Egypt (Mediterranean)","Gaza Strip",100,0.5,"Egypt","Gaza Strip",2,"No"
600203,"Egypt (Mediterranean)","Greece",100,0.981981981981982,"Egypt","Greece",1,"No"
600203,"Egypt (Mediterranean)","Libya",100,0.951219512195122,"Egypt","Libya",2,"No"
600203,"Egypt (Mediterranean)","Crete (Greece)",100,0.875,"Egypt","Crete (Greece)",NA,"No"
600203,"Egypt (Mediterranean)","Israel (Mediterranean)",100,0.75,"Egypt","Israel",2,"No"
600203,"France (Mediterranean)","Italy",100,0.843137254901961,"France","Italy",1,"No"
600203,"France (Mediterranean)","Corsica (France)",100,0.428571428571429,"France","Corsica (France)",NA,"No"
600203,"France (Mediterranean)","Sardinia (Italy)",100,0.515151515151515,"France","Sardinia (Italy)",NA,"No"
600203,"France (Mediterranean)","Balearic Island (Spain)",100,0.448275862068966,"France","Balearic Island (Spain)",NA,"No"
600203,"France (Mediterranean)","Spain (Mediterranean and Gulf of Cadiz)",100,0.714285714285714,"France","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600203,"Gaza Strip","Egypt (Mediterranean)",100,0.5,"Gaza Strip","Egypt",2,"No"
600203,"Gaza Strip","Israel (Mediterranean)",100,0.75,"Gaza Strip","Israel",2,"No"
600203,"Georgia","Turkey (Black Sea)",100,0.972222222222222,"Georgia","Turkey",3,"No"
600203,"Ghana","Togo",100,0.666666666666667,"Ghana","Togo",2,"No"
600203,"Greece","Albania",100,0.0683760683760684,"Greece","Albania",2,"No"
600203,"Greece","Cyprus (South)",100,0.0683760683760684,"Greece","Cyprus (South)",NA,"No"
600203,"Greece","Italy",100,0.441025641025641,"Greece","Italy",1,"No"
600203,"Greece","Libya",100,0.263513513513513,"Greece","Libya",2,"No"
600203,"Greece","Turkey (Mediterranean Sea)",100,0.314465408805031,"Greece","Turkey",3,"No"
600203,"Greece","Crete (Greece)",100,0.113821138211382,"Greece","Crete (Greece)",NA,"No"
600203,"Greece","Egypt (Mediterranean)",100,0.018018018018018,"Greece","Egypt",2,"No"
600203,"Israel (Mediterranean)","Cyprus (South)",100,0.571428571428571,"Israel","Cyprus (South)",NA,"No"
600203,"Israel (Mediterranean)","Gaza Strip",100,0.25,"Israel","Gaza Strip",2,"No"
600203,"Israel (Mediterranean)","Lebanon",100,0.25,"Israel","Lebanon",2,"No"
600203,"Israel (Mediterranean)","Egypt (Mediterranean)",100,0.25,"Israel","Egypt",2,"No"
600203,"Italy","Albania",100,0.0851063829787234,"Italy","Albania",2,"No"
600203,"Italy","Croatia",100,0.252173913043478,"Italy","Croatia",2,"No"
600203,"Italy","Greece",100,0.558974358974359,"Italy","Greece",1,"No"
600203,"Italy","Libya",100,0.312,"Italy","Libya",2,"No"
600203,"Italy","Malta",100,0.0444444444444444,"Italy","Malta",2,"No"
600203,"Italy","Slovenia",100,0.0337078651685393,"Italy","Slovenia",2,"No"
600203,"Italy","Montenegro",100,0.0444444444444444,"Italy","Montenegro",2,"No"
600203,"Italy","Corsica (France)",100,0.122448979591837,"Italy","Corsica (France)",NA,"No"
600203,"Italy","Sicily (Italy)",100,0.238938053097345,"Italy","Sicily (Italy)",NA,"No"
600203,"Italy","Sardinia (Italy)",100,0.16504854368932,"Italy","Sardinia (Italy)",NA,"No"
600203,"Italy","France (Mediterranean)",100,0.156862745098039,"Italy","France",2,"No"
600203,"Lebanon","Cyprus (South)",100,0.8,"Lebanon","Cyprus (South)",NA,"No"
600203,"Lebanon","Syria",100,0.666666666666667,"Lebanon","Syrian Arab Republic",1,"No"
600203,"Lebanon","Israel (Mediterranean)",100,0.75,"Lebanon","Israel",2,"No"
600203,"Libya","Greece",100,0.736486486486487,"Libya","Greece",1,"No"
600203,"Libya","Italy",100,0.688,"Libya","Italy",1,"No"
600203,"Libya","Malta",100,0.0930232558139535,"Libya","Malta",2,"No"
600203,"Libya","Tunisia",100,0.493506493506494,"Libya","Tunisia",2,"No"
600203,"Libya","Crete (Greece)",100,0.264150943396226,"Libya","Crete (Greece)",NA,"No"
600203,"Libya","Sicily (Italy)",100,0.409090909090909,"Libya","Sicily (Italy)",NA,"No"
600203,"Libya","Egypt (Mediterranean)",100,0.0487804878048781,"Libya","Egypt",2,"No"
600203,"Malta","Italy",100,0.955555555555556,"Malta","Italy",1,"No"
600203,"Malta","Libya",100,0.906976744186046,"Malta","Libya",2,"No"
600203,"Malta","Tunisia",100,0.904761904761905,"Malta","Tunisia",2,"No"
600203,"Malta","Sicily (Italy)",100,0.870967741935484,"Malta","Sicily (Italy)",NA,"No"
600203,"Montenegro","Albania",100,0.666666666666667,"Montenegro","Albania",2,"No"
600203,"Montenegro","Croatia",100,0.878787878787879,"Montenegro","Croatia",2,"No"
600203,"Montenegro","Italy",100,0.955555555555556,"Montenegro","Italy",1,"No"
600203,"Morocco (Central)","Portugal",100,0.9,"Morocco","Portugal",1,"No"
600203,"Morocco (Central)","Canary Isl. (Spain)",100,0.9,"Morocco","Canary Isl. (Spain)",NA,"No"
600203,"Morocco (Central)","Morocco (Mediterranean)",100,0.8,"Morocco","Morocco",3,"Yes"
600203,"Morocco (Central)","Spain (Mediterranean and Gulf of Cadiz)",100,0.952380952380952,"Morocco","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600203,"Morocco (Mediterranean)","Algeria",100,0.789473684210526,"Morocco","Algeria",2,"No"
600203,"Morocco (Mediterranean)","Morocco (Central)",100,0.2,"Morocco","Morocco",3,"Yes"
600203,"Morocco (Mediterranean)","Spain (Mediterranean and Gulf of Cadiz)",100,0.833333333333333,"Morocco","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600203,"Portugal","Morocco (Central)",100,0.1,"Portugal","Morocco",3,"No"
600203,"Portugal","Spain (Mediterranean and Gulf of Cadiz)",100,0.689655172413793,"Portugal","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600203,"Portugal","Spain (Northwest)",100,0.526315789473684,"Portugal","Spain",2,"No"
600203,"Sardinia (Italy)","Algeria",100,0.638297872340426,"Sardinia (Italy)","Algeria",2,"No"
600203,"Sardinia (Italy)","Italy",100,0.83495145631068,"Sardinia (Italy)","Italy",1,"No"
600203,"Sardinia (Italy)","Tunisia",100,0.690909090909091,"Sardinia (Italy)","Tunisia",2,"No"
600203,"Sardinia (Italy)","Corsica (France)",100,0.413793103448276,"Sardinia (Italy)","Corsica (France)",NA,"No"
600203,"Sardinia (Italy)","Sicily (Italy)",100,0.613636363636364,"Sardinia (Italy)","Sicily (Italy)",NA,"No"
600203,"Sardinia (Italy)","Balearic Island (Spain)",100,0.433333333333333,"Sardinia (Italy)","Balearic Island (Spain)",NA,"No"
600203,"Sardinia (Italy)","France (Mediterranean)",100,0.484848484848485,"Sardinia (Italy)","France",2,"No"
600203,"Sardinia (Italy)","Spain (Mediterranean and Gulf of Cadiz)",100,0.701754385964912,"Sardinia (Italy)","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600203,"Sicily (Italy)","Italy",100,0.761061946902655,"Sicily (Italy)","Italy",1,"No"
600203,"Sicily (Italy)","Libya",100,0.590909090909091,"Sicily (Italy)","Libya",2,"No"
600203,"Sicily (Italy)","Malta",100,0.129032258064516,"Sicily (Italy)","Malta",2,"No"
600203,"Sicily (Italy)","Tunisia",100,0.584615384615385,"Sicily (Italy)","Tunisia",2,"No"
600203,"Sicily (Italy)","Sardinia (Italy)",100,0.386363636363636,"Sicily (Italy)","Sardinia (Italy)",NA,"No"
600203,"Slovenia","Croatia",100,0.90625,"Slovenia","Croatia",2,"No"
600203,"Slovenia","Italy",100,0.966292134831461,"Slovenia","Italy",1,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Algeria",100,0.428571428571429,"Spain (Mediterranean and Gulf of Cadiz)","Algeria",2,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Portugal",100,0.310344827586207,"Spain (Mediterranean and Gulf of Cadiz)","Portugal",1,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Sardinia (Italy)",100,0.298245614035088,"Spain (Mediterranean and Gulf of Cadiz)","Sardinia (Italy)",NA,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Balearic Island (Spain)",100,0.245283018867925,"Spain (Mediterranean and Gulf of Cadiz)","Balearic Island (Spain)",NA,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","France (Mediterranean)",100,0.285714285714286,"Spain (Mediterranean and Gulf of Cadiz)","France",2,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Morocco (Central)",100,0.0476190476190476,"Spain (Mediterranean and Gulf of Cadiz)","Morocco",3,"No"
600203,"Spain (Mediterranean and Gulf of Cadiz)","Morocco (Mediterranean)",100,0.166666666666667,"Spain (Mediterranean and Gulf of Cadiz)","Morocco",3,"No"
600203,"Spain (Northwest)","Portugal",100,0.473684210526316,"Spain","Portugal",1,"No"
600203,"Syria","Cyprus (North)",100,0.636363636363636,"Syrian Arab Republic","Cyprus (North)",NA,"No"
600203,"Syria","Cyprus (South)",100,0.666666666666667,"Syrian Arab Republic","Cyprus (South)",NA,"No"
600203,"Syria","Lebanon",100,0.333333333333333,"Syrian Arab Republic","Lebanon",2,"No"
600203,"Syria","Turkey (Mediterranean Sea)",100,0.925925925925926,"Syrian Arab Republic","Turkey",3,"No"
600203,"Togo","Benin",100,0.333333333333333,"Togo","Benin",2,"No"
600203,"Togo","Ghana",100,0.333333333333333,"Togo","Ghana",2,"No"
600203,"Tunisia","Algeria",100,0.441176470588235,"Tunisia","Algeria",2,"No"
600203,"Tunisia","Libya",100,0.506493506493506,"Tunisia","Libya",2,"No"
600203,"Tunisia","Malta",100,0.0952380952380952,"Tunisia","Malta",2,"No"
600203,"Tunisia","Sicily (Italy)",100,0.415384615384615,"Tunisia","Sicily (Italy)",NA,"No"
600203,"Tunisia","Sardinia (Italy)",100,0.309090909090909,"Tunisia","Sardinia (Italy)",NA,"No"
600203,"Turkey (Black Sea)","Bulgaria",100,0.0277777777777778,"Turkey","Bulgaria",2,"No"
600203,"Turkey (Black Sea)","Georgia",100,0.0277777777777778,"Turkey","Georgia",2,"No"
600203,"Turkey (Black Sea)","Turkey (Marmara Sea)",100,0.313725490196078,"Turkey","Turkey",3,"Yes"
600203,"Turkey (Marmara Sea)","Turkey (Mediterranean Sea)",100,0.757575757575758,"Turkey","Turkey",3,"Yes"
600203,"Turkey (Marmara Sea)","Turkey (Black Sea)",100,0.686274509803922,"Turkey","Turkey",3,"Yes"
600203,"Turkey (Mediterranean Sea)","Cyprus (North)",100,0.12280701754386,"Turkey","Cyprus (North)",NA,"No"
600203,"Turkey (Mediterranean Sea)","Cyprus (South)",100,0.137931034482759,"Turkey","Cyprus (South)",NA,"No"
600203,"Turkey (Mediterranean Sea)","Greece",100,0.685534591194969,"Turkey","Greece",1,"No"
600203,"Turkey (Mediterranean Sea)","Syria",100,0.0740740740740741,"Turkey","Syrian Arab Republic",1,"No"
600203,"Turkey (Mediterranean Sea)","Turkey (Marmara Sea)",100,0.242424242424242,"Turkey","Turkey",3,"Yes"
600204,"Albania","Greece",100,0.964285714285714,"Albania","Greece",1,"No"
600204,"Albania","Italy",100,0.945945945945946,"Albania","Italy",1,"No"
600204,"Albania","Montenegro",100,0.5,"Albania","Montenegro",2,"No"
600204,"Algeria","Tunisia",100,0.473684210526316,"Algeria","Tunisia",2,"No"
600204,"Algeria","Sardinia (Italy)",100,0.361702127659574,"Algeria","Sardinia (Italy)",NA,"No"
600204,"Algeria","Balearic Island (Spain)",100,0.302325581395349,"Algeria","Balearic Island (Spain)",NA,"No"
600204,"Algeria","Morocco (Mediterranean)",100,0.210526315789474,"Algeria","Morocco",3,"No"
600204,"Algeria","Spain (Mediterranean and Gulf of Cadiz)",100,0.189189189189189,"Algeria","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Balearic Island (Spain)","Algeria",100,0.697674418604651,"Balearic Island (Spain)","Algeria",2,"No"
600204,"Balearic Island (Spain)","Sardinia (Italy)",100,0.566666666666667,"Balearic Island (Spain)","Sardinia (Italy)",NA,"No"
600204,"Balearic Island (Spain)","France (Mediterranean)",100,0.551724137931034,"Balearic Island (Spain)","France",2,"No"
600204,"Balearic Island (Spain)","Spain (Mediterranean and Gulf of Cadiz)",100,0.35,"Balearic Island (Spain)","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Bosnia & Herzegovina","Croatia",100,0.941176470588235,"Bosnia & Herzegovina","Croatia",2,"No"
600204,"Bulgaria","Turkey (Black Sea)",100,0.962962962962963,"Bulgaria","Turkey",3,"No"
600204,"Canary Isl. (Spain)","Morocco (Central)",100,0.1,"Canary Isl. (Spain)","Morocco",3,"No"
600204,"Canary Isl. (Spain)","Morocco (South)",100,0.142857142857143,"Canary Isl. (Spain)","Morocco",3,"No"
600204,"Congo, R. of","Gabon",100,0.4,"Congo, R. of","Gabon",2,"No"
600204,"Corsica (France)","Italy",100,0.921052631578947,"Corsica (France)","Italy",1,"No"
600204,"Corsica (France)","Sardinia (Italy)",100,0.739130434782609,"Corsica (France)","Sardinia (Italy)",NA,"No"
600204,"Corsica (France)","France (Mediterranean)",100,0.727272727272727,"Corsica (France)","France",2,"No"
600204,"Crete (Greece)","Greece",100,0.885245901639344,"Crete (Greece)","Greece",1,"No"
600204,"Crete (Greece)","Libya",100,0.72,"Crete (Greece)","Libya",2,"No"
600204,"Crete (Greece)","Egypt (Mediterranean)",100,0.0666666666666667,"Crete (Greece)","Egypt",2,"No"
600204,"Croatia","Bosnia & Herzegovina",100,0.0588235294117647,"Croatia","Bosnia & Herzegovina",2,"No"
600204,"Croatia","Italy",100,0.813953488372093,"Croatia","Italy",1,"No"
600204,"Croatia","Montenegro",100,0.2,"Croatia","Montenegro",2,"No"
600204,"Cyprus (North)","Syria",100,0.666666666666667,"Cyprus (North)","Syrian Arab Republic",1,"No"
600204,"Cyprus (North)","Turkey (Mediterranean Sea)",100,0.98,"Cyprus (North)","Turkey",3,"No"
600204,"Egypt (Mediterranean)","Gaza Strip",100,0.5,"Egypt","Gaza Strip",2,"No"
600204,"Egypt (Mediterranean)","Greece",100,0.990825688073395,"Egypt","Greece",1,"No"
600204,"Egypt (Mediterranean)","Libya",100,0.972972972972973,"Egypt","Libya",2,"No"
600204,"Egypt (Mediterranean)","Crete (Greece)",100,0.933333333333333,"Egypt","Crete (Greece)",NA,"No"
600204,"Egypt (Mediterranean)","Israel (Mediterranean)",100,0.857142857142857,"Egypt","Israel",2,"No"
600204,"France (Mediterranean)","Italy",100,0.813953488372093,"France","Italy",1,"No"
600204,"France (Mediterranean)","Corsica (France)",100,0.272727272727273,"France","Corsica (France)",NA,"No"
600204,"France (Mediterranean)","Sardinia (Italy)",100,0.515151515151515,"France","Sardinia (Italy)",NA,"No"
600204,"France (Mediterranean)","Balearic Island (Spain)",100,0.448275862068966,"France","Balearic Island (Spain)",NA,"No"
600204,"France (Mediterranean)","Spain (Mediterranean and Gulf of Cadiz)",100,0.304347826086957,"France","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Gabon","Congo, R. of",100,0.6,"Gabon","Congo, R. of",2,"No"
600204,"Gaza Strip","Egypt (Mediterranean)",100,0.5,"Gaza Strip","Egypt",2,"No"
600204,"Gaza Strip","Israel (Mediterranean)",100,0.857142857142857,"Gaza Strip","Israel",2,"No"
600204,"Georgia","Turkey (Black Sea)",100,0.962962962962963,"Georgia","Turkey",3,"No"
600204,"Greece","Albania",100,0.0357142857142857,"Greece","Albania",2,"No"
600204,"Greece","Italy",100,0.393258426966292,"Greece","Italy",1,"No"
600204,"Greece","Libya",100,0.25,"Greece","Libya",2,"No"
600204,"Greece","Turkey (Mediterranean Sea)",100,0.312101910828025,"Greece","Turkey",3,"No"
600204,"Greece","Crete (Greece)",100,0.114754098360656,"Greece","Crete (Greece)",NA,"No"
600204,"Greece","Egypt (Mediterranean)",100,0.00917431192660551,"Greece","Egypt",2,"No"
600204,"Israel (Mediterranean)","Gaza Strip",100,0.142857142857143,"Israel","Gaza Strip",2,"No"
600204,"Israel (Mediterranean)","Lebanon",100,0.142857142857143,"Israel","Lebanon",2,"No"
600204,"Israel (Mediterranean)","Egypt (Mediterranean)",100,0.142857142857143,"Israel","Egypt",2,"No"
600204,"Italy","Albania",100,0.0540540540540541,"Italy","Albania",2,"No"
600204,"Italy","Croatia",100,0.186046511627907,"Italy","Croatia",2,"No"
600204,"Italy","Greece",100,0.606741573033708,"Italy","Greece",1,"No"
600204,"Italy","Libya",100,0.339622641509434,"Italy","Libya",2,"No"
600204,"Italy","Malta",100,0.0540540540540541,"Italy","Malta",2,"No"
600204,"Italy","Montenegro",100,0.0540540540540541,"Italy","Montenegro",2,"No"
600204,"Italy","Corsica (France)",100,0.0789473684210526,"Italy","Corsica (France)",NA,"No"
600204,"Italy","Sicily (Italy)",100,0.263157894736842,"Italy","Sicily (Italy)",NA,"No"
600204,"Italy","Sardinia (Italy)",100,0.195402298850575,"Italy","Sardinia (Italy)",NA,"No"
600204,"Italy","France (Mediterranean)",100,0.186046511627907,"Italy","France",2,"No"
600204,"Lebanon","Syria",100,0.666666666666667,"Lebanon","Syrian Arab Republic",1,"No"
600204,"Lebanon","Israel (Mediterranean)",100,0.857142857142857,"Lebanon","Israel",2,"No"
600204,"Libya","Greece",100,0.75,"Libya","Greece",1,"No"
600204,"Libya","Italy",100,0.660377358490566,"Libya","Italy",1,"No"
600204,"Libya","Malta",100,0.1,"Libya","Malta",2,"No"
600204,"Libya","Tunisia",100,0.428571428571429,"Libya","Tunisia",2,"No"
600204,"Libya","Crete (Greece)",100,0.28,"Libya","Crete (Greece)",NA,"No"
600204,"Libya","Sicily (Italy)",100,0.409836065573771,"Libya","Sicily (Italy)",NA,"No"
600204,"Libya","Egypt (Mediterranean)",100,0.027027027027027,"Libya","Egypt",2,"No"
600204,"Malta","Italy",100,0.945945945945946,"Malta","Italy",1,"No"
600204,"Malta","Libya",100,0.9,"Malta","Libya",2,"No"
600204,"Malta","Tunisia",100,0.870967741935484,"Malta","Tunisia",2,"No"
600204,"Malta","Sicily (Italy)",100,0.862068965517241,"Malta","Sicily (Italy)",NA,"No"
600204,"Mauritania","Senegal",100,0.0555555555555556,"Mauritania","Senegal",2,"No"
600204,"Mauritania","Morocco (South)",100,0.15,"Mauritania","Morocco",3,"No"
600204,"Montenegro","Albania",100,0.5,"Montenegro","Albania",2,"No"
600204,"Montenegro","Croatia",100,0.8,"Montenegro","Croatia",2,"No"
600204,"Montenegro","Italy",100,0.945945945945946,"Montenegro","Italy",1,"No"
600204,"Morocco (Central)","Portugal",100,0.894736842105263,"Morocco","Portugal",1,"No"
600204,"Morocco (Central)","Canary Isl. (Spain)",100,0.9,"Morocco","Canary Isl. (Spain)",NA,"No"
600204,"Morocco (Central)","Morocco (Mediterranean)",100,0.8,"Morocco","Morocco",3,"Yes"
600204,"Morocco (Central)","Morocco (South)",100,0.6,"Morocco","Morocco",3,"Yes"
600204,"Morocco (Central)","Spain (Mediterranean and Gulf of Cadiz)",100,0.777777777777778,"Morocco","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Morocco (Mediterranean)","Algeria",100,0.789473684210526,"Morocco","Algeria",2,"No"
600204,"Morocco (Mediterranean)","Morocco (Central)",100,0.2,"Morocco","Morocco",3,"Yes"
600204,"Morocco (Mediterranean)","Spain (Mediterranean and Gulf of Cadiz)",100,0.466666666666667,"Morocco","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Morocco (South)","Mauritania",100,0.85,"Morocco","Mauritania",2,"No"
600204,"Morocco (South)","Canary Isl. (Spain)",100,0.857142857142857,"Morocco","Canary Isl. (Spain)",NA,"No"
600204,"Morocco (South)","Morocco (Central)",100,0.4,"Morocco","Morocco",3,"Yes"
600204,"Portugal","Morocco (Central)",100,0.105263157894737,"Portugal","Morocco",3,"No"
600204,"Portugal","Spain (Mediterranean and Gulf of Cadiz)",100,0.291666666666667,"Portugal","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Portugal","Spain (Northwest)",100,0.0555555555555556,"Portugal","Spain",2,"No"
600204,"Sardinia (Italy)","Algeria",100,0.638297872340426,"Sardinia (Italy)","Algeria",2,"No"
600204,"Sardinia (Italy)","Italy",100,0.804597701149425,"Sardinia (Italy)","Italy",1,"No"
600204,"Sardinia (Italy)","Tunisia",100,0.613636363636364,"Sardinia (Italy)","Tunisia",2,"No"
600204,"Sardinia (Italy)","Corsica (France)",100,0.260869565217391,"Sardinia (Italy)","Corsica (France)",NA,"No"
600204,"Sardinia (Italy)","Sicily (Italy)",100,0.595238095238095,"Sardinia (Italy)","Sicily (Italy)",NA,"No"
600204,"Sardinia (Italy)","Balearic Island (Spain)",100,0.433333333333333,"Sardinia (Italy)","Balearic Island (Spain)",NA,"No"
600204,"Sardinia (Italy)","France (Mediterranean)",100,0.484848484848485,"Sardinia (Italy)","France",2,"No"
600204,"Sardinia (Italy)","Spain (Mediterranean and Gulf of Cadiz)",100,0.291666666666667,"Sardinia (Italy)","Spain (Mediterranean and Gulf of Cadiz)",NA,"No"
600204,"Senegal","Mauritania",100,0.944444444444444,"Senegal","Mauritania",2,"No"
600204,"Sicily (Italy)","Italy",100,0.736842105263158,"Sicily (Italy)","Italy",1,"No"
600204,"Sicily (Italy)","Libya",100,0.590163934426229,"Sicily (Italy)","Libya",2,"No"
600204,"Sicily (Italy)","Malta",100,0.137931034482759,"Sicily (Italy)","Malta",2,"No"
600204,"Sicily (Italy)","Tunisia",100,0.519230769230769,"Sicily (Italy)","Tunisia",2,"No"
600204,"Sicily (Italy)","Sardinia (Italy)",100,0.404761904761905,"Sicily (Italy)","Sardinia (Italy)",NA,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Algeria",100,0.810810810810811,"Spain (Mediterranean and Gulf of Cadiz)","Algeria",2,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Portugal",100,0.708333333333333,"Spain (Mediterranean and Gulf of Cadiz)","Portugal",1,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Sardinia (Italy)",100,0.708333333333333,"Spain (Mediterranean and Gulf of Cadiz)","Sardinia (Italy)",NA,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Balearic Island (Spain)",100,0.65,"Spain (Mediterranean and Gulf of Cadiz)","Balearic Island (Spain)",NA,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","France (Mediterranean)",100,0.695652173913043,"Spain (Mediterranean and Gulf of Cadiz)","France",2,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Morocco (Central)",100,0.222222222222222,"Spain (Mediterranean and Gulf of Cadiz)","Morocco",3,"No"
600204,"Spain (Mediterranean and Gulf of Cadiz)","Morocco (Mediterranean)",100,0.533333333333333,"Spain (Mediterranean and Gulf of Cadiz)","Morocco",3,"No"
600204,"Spain (Northwest)","Portugal",100,0.944444444444444,"Spain","Portugal",1,"No"
600204,"Syria","Cyprus (North)",100,0.333333333333333,"Syrian Arab Republic","Cyprus (North)",NA,"No"
600204,"Syria","Lebanon",100,0.333333333333333,"Syrian Arab Republic","Lebanon",2,"No"
600204,"Syria","Turkey (Mediterranean Sea)",100,0.96078431372549,"Syrian Arab Republic","Turkey",3,"No"
600204,"Tunisia","Algeria",100,0.526315789473684,"Tunisia","Algeria",2,"No"
600204,"Tunisia","Libya",100,0.571428571428571,"Tunisia","Libya",2,"No"
600204,"Tunisia","Malta",100,0.129032258064516,"Tunisia","Malta",2,"No"
600204,"Tunisia","Sicily (Italy)",100,0.480769230769231,"Tunisia","Sicily (Italy)",NA,"No"
600204,"Tunisia","Sardinia (Italy)",100,0.386363636363636,"Tunisia","Sardinia (Italy)",NA,"No"
600204,"Turkey (Black Sea)","Bulgaria",100,0.037037037037037,"Turkey","Bulgaria",2,"No"
600204,"Turkey (Black Sea)","Georgia",100,0.037037037037037,"Turkey","Georgia",2,"No"
600204,"Turkey (Black Sea)","Turkey (Marmara Sea)",100,0.380952380952381,"Turkey","Turkey",3,"Yes"
600204,"Turkey (Marmara Sea)","Turkey (Mediterranean Sea)",100,0.753846153846154,"Turkey","Turkey",3,"Yes"
600204,"Turkey (Marmara Sea)","Turkey (Black Sea)",100,0.619047619047619,"Turkey","Turkey",3,"Yes"
600204,"Turkey (Mediterranean Sea)","Cyprus (North)",100,0.02,"Turkey","Cyprus (North)",NA,"No"
600204,"Turkey (Mediterranean Sea)","Greece",100,0.687898089171974,"Turkey","Greece",1,"No"
600204,"Turkey (Mediterranean Sea)","Syria",100,0.0392156862745098,"Turkey","Syrian Arab Republic",1,"No"
600204,"Turkey (Mediterranean Sea)","Turkey (Marmara Sea)",100,0.246153846153846,"Turkey","Turkey",3,"Yes"
600213,"Anguilla (UK)","Antigua & Barbuda",100,0.5,"Anguilla (UK)","Antigua & Barbuda",2,"No"
600213,"Anguilla (UK)","St Barthelemy (France)",100,0.666666666666667,"Anguilla (UK)","St Barthelemy (France)",2,"No"
600213,"Antigua & Barbuda","Montserrat (UK)",100,0.5,"Antigua & Barbuda","Montserrat (UK)",2,"No"
600213,"Antigua & Barbuda","Saint Kitts & Nevis",100,0.75,"Antigua & Barbuda","Saint Kitts & Nevis",2,"No"
600213,"Antigua & Barbuda","Anguilla (UK)",100,0.5,"Antigua & Barbuda","Anguilla (UK)",2,"No"
600213,"Antigua & Barbuda","St Barthelemy (France)",100,0.666666666666667,"Antigua & Barbuda","St Barthelemy (France)",2,"No"
600213,"Aruba (Netherlands)","Dominican Republic",100,0.4,"Aruba (Netherlands)","Dominican Republic",2,"No"
600213,"Aruba (Netherlands)","Venezuela",100,0.85,"Aruba (Netherlands)","Venezuela",2,"No"
600213,"Barbados","Guyana",100,0.333333333333333,"Barbados","Guyana",2,"No"
